name,price,rating,image_url,image_path,category,source
trendyol Purple Plain Belted Maxi Woven Dress,956,5.02,No Image,No Image,fashion,Noon
trendyol Light Brown Wide Pattern Turn-down Collar Zippered Knitwear Cardigan,"1,104",4.925,No Image,No Image,fashion,Noon
trendyol Oil Green Midi Gathered/Draped Detailed Knit Dress,974,4.211,No Image,No Image,fashion,Noon
trendyol Black Flounced Square Neck Fitted Maxi Stretchy Knitted Dress,"1,299",0.0,No Image,No Image,fashion,Noon
trendyol Wardrobe Essentials Burgundy Wool Wide Fit VNeck Knitwear Cardigan |,"1,104",5.02,No Image,No Image,fashion,Noon
Nassj Men’s Oxford Cotton Slim Shirt,810,0.0,https://f.nooncdn.com/p/pzsku/Z808E3E68DEFFD9515712Z/45/1764956553/4d983b8a-3a10-4067-8ba8-6d137a3763db.jpg?width=800,product_images/Nassj Mens Oxford Cotton Slim Shirt.jpg,fashion,Noon
Clue Viscose Long Sleeves Blouse,640,0.0,https://f.nooncdn.com/p/pzsku/Z2403A032DDBE53A5AC61Z/45/1745845895/e590699d-cb3e-494f-b1b4-891a0281837f.jpg?width=800,product_images/Clue Viscose Long Sleeves Blouse.jpg,fashion,Noon
Carina Dropped Shoulder Lounge Shirt,660,0.0,https://f.nooncdn.com/p/pzsku/ZD41F8353CEAEDC8E9212Z/45/_/1742722079/8886dc5e-40bb-48dc-b7aa-665ba467110f.jpg?width=800,product_images/Carina Dropped Shoulder Lounge Shirt.jpg,fashion,Noon
Nileton T-Shirt Drop Shoulder Oversized - Off-White - Cotton - For Women,315,4.6536,https://f.nooncdn.com/p/pzsku/Z23B43DEB2C977B29C377Z/45/_/1658765639/9a40833c-b586-4c5a-aadd-69bc87546549.jpg?width=800,product_images/Nileton TShirt Drop Shoulder Oversized  OffWhite  .jpg,fashion,Noon
Carina Pack of 5 Colored Bikini Panties,368,4.79,https://f.nooncdn.com/p/pzsku/Z5482E1291BDE78458D7BZ/45/1755696085/225b407d-8a3e-4328-8dbc-dcfb0669ee11.jpg?width=800,product_images/Carina Pack of 5 Colored Bikini Panties.jpg,fashion,Noon
Carina Long Plain Shirt Dress,825,4.42,https://f.nooncdn.com/p/pzsku/ZB028B4F14FC0AA51CDB4Z/45/_/1741082069/3dcd9b7e-69ad-4f9e-aa08-dc1876e725a1.jpg?width=800,product_images/Carina Long Plain Shirt Dress.jpg,fashion,Noon
Clue Tencel Sleeveless Blouse,560,0.0,https://f.nooncdn.com/p/pzsku/ZAECD469270A9736F82EAZ/45/_/1741601904/702251bd-400f-4c3b-9954-b3036a69d12d.jpg?width=800,product_images/Clue Tencel Sleeveless Blouse.jpg,fashion,Noon
Shein 6 Pieces Of Seamless Fitness Women's Underwear Breathable  Crotch Ice Silk Exercise Yoga European And American Style  Bikini Briefs Women Feel Comfortable Seamless Cool Feeling Women's Underwear A Piece Of French Pastoral Sweet Wind Triangle Underwear Women Thin,699,4.522,https://f.nooncdn.com/p/pzsku/Z2CD1F500763BCDB42A04Z/45/_/1733780145/781eec82-fec5-4a1d-a9cd-c38e5cbb0fde.jpg?width=800,product_images/Shein 6 Pieces Of Seamless Fitness Womens Underwea.jpg,fashion,Noon
Nileton T-Shirt Drop Shoulder Oversized,315,4.6536,https://f.nooncdn.com/p/pzsku/Z0281876B44A9ECF2F1F5Z/45/_/1714197128/b90cbaef-1c3a-4cf7-9e69-6932e1a7b16f.jpg?width=800,product_images/Nileton TShirt Drop Shoulder Oversized.jpg,fashion,Noon
zecotex  winter pajamas,520.03,4.137,https://f.nooncdn.com/p/pzsku/Z886A5851EDCAA9438013Z/45/_/1738319863/39a11bfb-e701-4bad-944a-20ad87a9537a.jpg?width=800,product_images/zecotex  winter pajamas.jpg,fashion,Noon
trendyol Black Carmen Collar Button Bodycone/Fitted Ribbed Stretchy Straight Maxi Knitted Dress,776,5.02,https://f.nooncdn.com/p/pzsku/Z5701254C3253D9C34EE7Z/45/1767015182/b921a212-bab2-4bc6-98f3-3b02bb916a2c.jpg?width=800,product_images/trendyol Black Carmen Collar Button BodyconeFitted.jpg,fashion,Noon
Mesery Sleep Shirt Cotton Thin Strap,219,4.3118,https://f.nooncdn.com/p/pzsku/Z3B8BC18F4D7A0194D35CZ/45/_/1710753811/124101ce-0ff2-478f-933b-dc45deacda00.jpg?width=800,product_images/Mesery Sleep Shirt Cotton Thin Strap.jpg,fashion,Noon
Clue Round Hem Long Shirt,"1,040",2.84,https://f.nooncdn.com/p/pzsku/Z90ECF36AAB20807B0B3EZ/45/1748334464/d0707042-90f4-4e90-8f2c-fcf4ea73a0ec.jpg?width=800,product_images/Clue Round Hem Long Shirt.jpg,fashion,Noon
LC WAIKIKI Wideleg Women's Jeans,665,5.07,https://f.nooncdn.com/p/pzsku/Z77588A9E65B79CB11255Z/45/1760956562/670a9855-9588-44fc-b6f0-fa7e9f4e72b7.jpg?width=800,product_images/LC WAIKIKI Wideleg Womens Jeans.jpg,fashion,Noon
trendyol Multicolored Knitted Tulle Elegant Evening Dress TPRAW24EL00303,"1,299",4.25,No Image,No Image,fashion,Noon
trendyol BlackAndWhite Bow Detail Evening Dress Night Graduation Dress,"1,031",5.03,No Image,No Image,fashion,Noon
trendyol Brown Leopard Patterned Bodycone/Sleeping Strap Knitted Maxi Dress,719,4.810,No Image,No Image,fashion,Noon
Clue Square Neck Cropped Top,240,3.95,No Image,No Image,fashion,Noon
Carina Classic Collar Relaxed Shirt,660,0.0,No Image,No Image,fashion,Noon
Carina Basic Round Hem Shirt,715,0.0,No Image,No Image,fashion,Noon
zecotex  Soft summer nightgown,170,4.521,No Image,No Image,fashion,Noon
trendyol Black Shift/Straight Cut Maxi Sleeveless Woven Dress,680,4.63,No Image,No Image,fashion,Noon
Nileton Basic Tank Top Spaghetti Strap Cotton - Black,195,4.416,No Image,No Image,fashion,Noon
zecotex  Women's 100% Natural Cotton Mid-Length Nightgown - Black with Classic White Embroidery & Functional Pockets.,684.25,4.912,No Image,No Image,fashion,Noon
Nileton Ribbed knit top spaghetti strap with dantel lace - Rib knit - cotton,325,4.613,No Image,No Image,fashion,Noon
"Julia Store A luxurious and modern piece of jewelry plated with 21-karat gold, crafted from stainless steel, featuring a simple and elegant design inspired by the Egyptian Queen Nefertiti and the ancient lotus flower. An ideal gift.",450,0.0,No Image,No Image,fashion,Noon
zecotex  Summer Night Gown 735,535.50,4.922,No Image,No Image,fashion,Noon
COTTONIL Bundle OF (3) Cotton Panties,219,4.143,No Image,No Image,fashion,Noon
"Abaya For Receptions, Morning Wear, And Special Occasions Chiffon Material Consists of 2 Pieces , Model 526 , Mint","1,345",0.0,No Image,No Image,fashion,Noon
Mesery Bundle Of Three Printed Underwear,189,4.142,No Image,No Image,fashion,Noon
Carina Pack of 5 Colored Brief Panties,384,4.514,No Image,No Image,fashion,Noon
Marco Bergamo WOMEN JEANS MOM FIT RIPPED,493.69,4.98,No Image,No Image,fashion,Noon
Caesar Women  Blouse With Long Sleeves,289,4.126,No Image,No Image,fashion,Noon
JEWELED CROWN Women's long-sleeved cotton bodysuit- black,336,0.0,No Image,No Image,fashion,Noon
trendyol Black Cowl Neck Bow Detail Fish Cut Knitted Maxi Evening Night Graduation Dress,784,5.02,No Image,No Image,fashion,Noon
trendyol Red Body Fitting Shoulder Bow Detail Knitted Stylish Evening Dress Evening Homecoming Dress,"1,299",4.76,No Image,No Image,fashion,Noon
Caesar Woman Hoodie With front Pocket,313,5.09,No Image,No Image,fashion,Noon
trendyol Black Fitted High Collar Draped Belted Flexible Knitted Pencil Dress,"1,299",5.04,No Image,No Image,fashion,Noon
trendyol Blazer - Black - Regular fit,"2,099",4.518,No Image,No Image,fashion,Noon
trendyol Black Body-hugging Gathered Single Sleeve Midi Woven Dress,703,5.03,No Image,No Image,fashion,Noon
trendyol Black Midi Cut Out/Window Detailed Knit Dress,"1,364",5.03,No Image,No Image,fashion,Noon
Mesery Sleep Shirt Thin Strap - Printed,219,4.410,No Image,No Image,fashion,Noon
Nileton Sportswear - Sport Sweatpants With Line - High Waist,395,3.9463,No Image,No Image,fashion,Noon
Nileton Sportswear - Sport Leggings Pants - Dantel,415,4.3128,No Image,No Image,fashion,Noon
zecotex  Winter Collection  Pajama,538.61,4.419,No Image,No Image,fashion,Noon
"SHEIN1pc Street Ladies' Multicolor Plaid Tassel Detail Faux Cashmere Warm Fashion Shawl Scarf For Daily Wear Winter Fall, Women Winter Scarf",999,4.512,No Image,No Image,fashion,Noon
trendyol Black Tie Detailed A-line V-neck Midi Woven Dress,699,5.05,No Image,No Image,fashion,Noon
trendyol Plum Midi Cut Out/Window Detailed Knit Dress,"1,364",5.03,No Image,No Image,fashion,Noon
"Elegant gold earrings with a wide, modern design, adorned with eye-catching black dots for a touch of classic sophistication. Delicate and luxurious, they're sure to turn heads!",90.16,3.76,No Image,No Image,fashion,Noon
Nileton Ribbed Knit Top Crew Neck  - Rib Knit - Cotton,299,4.4338,No Image,No Image,fashion,Noon
trendyol Black High Waist Wide Leg Jeans TWOAW24JE00075,"1,237",4.018,No Image,No Image,fashion,Noon
"A regal gold earring, set with a striking black marquise stone and featuring sparkling zircon stones on the side. A luxurious piece that combines allure and sophistication.",90.16,3.76,No Image,No Image,fashion,Noon
cloud V-Neck Short Sleeve Top,428,4.52,https://f.nooncdn.com/p/0638a056f32451e18244643f22824952|pzsku/Z3EAED926C546ADA647F0Z/45/1769016246/ab94eebf-ee0c-4581-b6cd-4971bcb98662.jpg?width=800,product_images/cloud VNeck Short Sleeve Top.jpg,fashion,Noon
cloud Boat Neck Long Sleeve Top,523,0.0,https://f.nooncdn.com/p/0638a056f32451e18244643f22824952|pzsku/Z8447B33726A817238155Z/45/1769016241/e435bbf1-5869-41d2-9948-e7d4dff00db8.jpg?width=800,product_images/cloud Boat Neck Long Sleeve Top.jpg,fashion,Noon
Levi's 501® '90S Ankle,"5,199",4.510,https://f.nooncdn.com/p/pzsku/Z962AB4005E74D97B52A3Z/45/_/1724838237/6147843a-b85f-4674-af05-1fa79dd58edd.jpg?width=800,product_images/Levis 501 90S Ankle.jpg,fashion,Noon
JEWELED CROWN Women's long-sleeved cotton bodysuit- White,336,0.0,https://f.nooncdn.com/p/pzsku/ZF4112C31F51545E7A91EZ/45/1766322203/43ee632b-9282-4b38-b708-b6e9dfee7d2b.jpg?width=800,product_images/JEWELED CROWN Womens longsleeved cotton bodysuit W.jpg,fashion,Noon
cloud U-Shaped Short Sleeve,428,5.02,https://f.nooncdn.com/p/0638a056f32451e18244643f22824952|pzsku/ZD30E41FCD9AD1DFD75DFZ/45/1769016320/e1cdaf59-69fd-4b7a-ace1-6bc00afee537.jpg?width=800,product_images/cloud UShaped Short Sleeve.jpg,fashion,Noon
zecotex  Winter Collection Milton Pajama,741,4.629,https://f.nooncdn.com/p/pzsku/Z964B7230DD226B207E72Z/45/_/1667396771/4fb820e0-ba7a-419f-a98a-7f8c06b48e31.jpg?width=800,product_images/zecotex  Winter Collection Milton Pajama.jpg,fashion,Noon
SELECTED FEMME Floral Print Dress Multicolor,"1,015",5.06,https://f.nooncdn.com/p/v1662013033/N44091160V_1.jpg?width=800,product_images/SELECTED FEMME Floral Print Dress Multicolor.jpg,fashion,Noon
trendyol Black Plain Gathered / Draped Midi Fitted / Body-Smoothing Flexible Knit Dress,636,4.84,https://f.nooncdn.com/p/pzsku/Z6AA5204B132445095417Z/45/1749698615/43c791cb-2b30-4738-a067-ccb1bead704c.jpg?width=800,product_images/trendyol Black Plain Gathered  Draped Midi Fitted .jpg,fashion,Noon
Andora Casual Indigo Long Sleeve Shirt_Indigo,975,0.0,https://f.nooncdn.com/p/a38d12da31545cbea29c361b24380e31|pzsku/Z929DA3DC15F8EE309050Z/45/1770809776/b540ddd8-5573-4da9-9993-405d6ca1ed31.jpg?width=800,product_images/Andora Casual Indigo Long Sleeve Shirt_Indigo.jpg,fashion,Noon
Nileton Regular Fit T-shirt - Viscose - Half Sleeve Curved Top For Women,325,4.347,https://f.nooncdn.com/p/pzsku/ZD754C1F1C617E26B1F21Z/45/_/1709536912/8b56cd5d-cb49-4fd3-98e9-bb3753401298.jpg?width=800,product_images/Nileton Regular Fit Tshirt  Viscose  Half Sleeve C.jpg,fashion,Noon
trendyol Purple Short Sleeve Bodycone/Fitting Crew Neck Stretchy Knitted Maxi Pencil Dress,719,4.86,https://f.nooncdn.com/p/pzsku/ZEFF212DB752DA4BB5E4CZ/45/1767014967/601bcdcd-3fdb-4553-a25a-9128469bb1f2.jpg?width=800,product_images/trendyol Purple Short Sleeve BodyconeFitting Crew .jpg,fashion,Noon
Nileton T-Shirt Drop Shoulder Oversized - Mustard - Cotton - For Women,315,4.6536,https://f.nooncdn.com/p/pzsku/Z121C66FD2CAA3103678EZ/45/_/1658762985/db33d86f-b94a-4618-8f07-2e04fe8bd5d5.jpg?width=800,product_images/Nileton TShirt Drop Shoulder Oversized  Mustard  C.jpg,fashion,Noon
Carina Long Sleeve Round Neck Bodysuit,504,4.01,https://f.nooncdn.com/p/c629f51ed9815f3e9b7a3c234f4d230b|pzsku/Z77DCC4611FA1DCDBEBC0Z/45/1769094571/8b0a9474-e65a-44ac-9fd6-12e7b7e7e592.jpg?width=800,product_images/Carina Long Sleeve Round Neck Bodysuit.jpg,fashion,Noon
trendyol Evening & Prom Dress - Black - Shift,739,5.04,https://f.nooncdn.com/p/pzsku/ZF112AC1102209988C48AZ/45/_/1739718285/a6873070-2bc0-4cbf-ba63-4bff51714513.jpg?width=800,product_images/trendyol Evening  Prom Dress  Black  Shift.jpg,fashion,Noon
trendyol Black Plain Skater V-neck Skater/Belt Opening Sandy Midi Dress,"1,104",5.03,https://f.nooncdn.com/p/pzsku/Z2D7E01DF5ABD94F1543EZ/45/1767014964/fbd3c373-182c-4b21-a669-d6b3a758d836.jpg?width=800,product_images/trendyol Black Plain Skater Vneck SkaterBelt Openi.jpg,fashion,Noon
trendyol Black Fitted Strap Maxi Flexible Knitted Pencil Dress,"1,169",4.810,https://f.nooncdn.com/p/pzsku/ZC920CF5F0357F228B3D6Z/45/1767014378/a5928b77-7103-4732-a5e4-781479926ad9.jpg?width=800,product_images/trendyol Black Fitted Strap Maxi Flexible Knitted .jpg,fashion,Noon
Carina Strapless Slim Fit Bodysuit,344,0.0,https://f.nooncdn.com/p/c629f51ed9815f3e9b7a3c234f4d230b|pzsku/Z877FE91FE3D0544702DDZ/45/1769094578/bd79d876-d3ac-4274-9641-7ddaa885aaa3.jpg?width=800,product_images/Carina Strapless Slim Fit Bodysuit.jpg,fashion,Noon
Carina Spaghetti Strap Cami Bodysuit,344,0.0,https://f.nooncdn.com/p/c629f51ed9815f3e9b7a3c234f4d230b|pzsku/Z66C4C0C2A0551825D4A8Z/45/1769094571/284f1e10-7183-4f91-9d5c-0b7ed62bb9c3.jpg?width=800,product_images/Carina Spaghetti Strap Cami Bodysuit.jpg,fashion,Noon
Carina Scoop Neck Cami Top,248,0.0,https://f.nooncdn.com/p/c629f51ed9815f3e9b7a3c234f4d230b|pzsku/ZC586C234E585D0F32358Z/45/1769094578/ca53582f-184f-4d34-9441-fd9bbbc5f760.jpg?width=800,product_images/Carina Scoop Neck Cami Top.jpg,fashion,Noon
Carina Strapless Tube Top,224,0.0,https://f.nooncdn.com/p/c629f51ed9815f3e9b7a3c234f4d230b|pzsku/ZC8185AB89471334FCC0BZ/45/1769094568/a797a7e3-1d6f-4ca1-bc08-7731b47af772.jpg?width=800,product_images/Carina Strapless Tube Top.jpg,fashion,Noon
Nileton T-Shirt Drop Shoulder Oversized - Orange,315,4.6536,https://f.nooncdn.com/p/pzsku/Z229A822684B1EF65069FZ/45/_/1657643918/1ec18ab8-59c3-4003-8a15-28809907d859.jpg?width=800,product_images/Nileton TShirt Drop Shoulder Oversized  Orange.jpg,fashion,Noon
trendyol Leggings  High Waist,909,4.86,https://f.nooncdn.com/p/pzsku/ZB8F6E5F47BC5008EC94EZ/45/1767014332/11183b7b-df28-439b-9556-f4becfbfb952.jpg?width=800,product_images/trendyol Leggings  High Waist.jpg,fashion,Noon
Nileton Sport Leggings Flare Leg – Split Leg – Yoga Pants – Black,429,4.0316,https://f.nooncdn.com/p/pzsku/Z0666778F8B461B966816Z/45/_/1664025314/49030360-11cc-4cb4-8922-72b290b17b4d.jpg?width=800,product_images/Nileton Sport Leggings Flare Leg  Split Leg  Yoga .jpg,fashion,Noon
Clue Square Neck Sleeveless Top,440,5.01,https://f.nooncdn.com/p/pzsku/Z84248DF65EFB6C0837F9Z/45/1745845596/dbc285ad-35b7-4cbe-8584-38b35ebd222e.jpg?width=800,product_images/Clue Square Neck Sleeveless Top.jpg,fashion,Noon
"These gold earrings, adorned with regal black stones, combine elegance and luxury in a design that highlights a large oval stone topped with a delicate touch of beauty. A perfect piece to add a touch of sophistication to your look.",90.16,3.76,https://f.nooncdn.com/p/pzsku/ZC2B5E7DDEBCC7C70D39EZ/45/_/1775772207/9ad42cc8-017c-44c2-ba2b-86404ea39b18.jpg?width=800,product_images/These gold earrings adorned with regal black stone.jpg,fashion,Noon
trendyol Black Striped Zipper Detailed Knitwear Dress,869,5.03,https://f.nooncdn.com/p/pzsku/Z9D903B30F667308BC598Z/45/1759661703/890216e6-436e-44f9-8fa4-9251f77cb009.jpg?width=800,product_images/trendyol Black Striped Zipper Detailed Knitwear Dr.jpg,fashion,Noon
Carina Microfiber Long Sleeve Top,424,0.0,https://f.nooncdn.com/p/c629f51ed9815f3e9b7a3c234f4d230b|pzsku/ZF5D6745A91E3A116314EZ/45/1769094571/9cbe6be9-f4e0-4924-833a-5c8015f4dfe2.jpg?width=800,product_images/Carina Microfiber Long Sleeve Top.jpg,fashion,Noon
trendyol Ecru Cut-Off High Waist Straight Jeans,829,4.98,https://f.nooncdn.com/p/pzsku/ZE85801CE7CEA25153524Z/45/1767015146/2cc3ceb6-c45a-47ac-9428-43de7110c056.jpg?width=800,product_images/trendyol Ecru CutOff High Waist Straight Jeans.jpg,fashion,Noon
Nileton sport leggings printed with pocket,425,4.192,https://f.nooncdn.com/p/pzsku/Z8E3F4AD919F08769E047Z/45/_/1672835387/d7cae385-bc44-43f6-9cc8-f21a02f4727c.jpg?width=800,product_images/Nileton sport leggings printed with pocket.jpg,fashion,Noon
Nileton Sport Jacket - Long Sleeve Top Full Zipper T-shirt With Side Pockets And Thumb Hole For Women,425,4.5132,https://f.nooncdn.com/p/pzsku/ZD8715523599DCBEDA08BZ/45/_/1708160588/23faa300-1507-4af3-8615-b6f241171230.jpg?width=800,product_images/Nileton Sport Jacket  Long Sleeve Top Full Zipper .jpg,fashion,Noon
Mesery Cotton Stretch Plain Spaghetti Top -White,119,4.716,No Image,No Image,fashion,Noon
Nileton Hot Short High Waist - Cotton - Sport Shorts,299,4.795,No Image,No Image,fashion,Noon
Nileton Sleeveless hip cover - For Women,295,4.7537,No Image,No Image,fashion,Noon
Carina Jacquard Cotton Shirt,"1,320",0.0,No Image,No Image,fashion,Noon
Carina Lounge Shirt with Drawstring Waist,715,0.0,No Image,No Image,fashion,Noon
Clue Cotton Relaxed Fit Shirt,"1,200",5.01,No Image,No Image,fashion,Noon
Nileton T-Shirt Drop Shoulder Oversized - Red - Cotton - For Women,315,4.6536,No Image,No Image,fashion,Noon
"A delicate gold flower design, adorned with sparkling zircon stones and a captivating royal black centerpiece. A modern piece that gives you an elegant and sophisticated everyday look.",90.16,3.76,No Image,No Image,fashion,Noon
CAESAR Woman Hoodie With Side Zipper And High Neck,377,4.269,No Image,No Image,fashion,Noon
trendyol Black Belted A-Line Halter Neck Midi Viscose Woven Dress,691,4.77,No Image,No Image,fashion,Noon
trendyol Black Belted Midi Woven Shirt Dress,948,5.02,No Image,No Image,fashion,Noon
American Eagle AE Ne(x)t Level High-Waisted Jegging,"1,155",5.012,No Image,No Image,fashion,Noon
Mesery Cotton Stretch Plain Spaghetti Top -GREY,119,4.521,No Image,No Image,fashion,Noon
Nileton Ribbed Knit Mock Neck Crop Top - Cap Sleeve - Neck T-shirt For women,315,4.2220,No Image,No Image,fashion,Noon
Nileton Sport Leggings – Side Stripe – Black,399,4.350,No Image,No Image,fashion,Noon
zecotex  special nightgown,400,4.917,No Image,No Image,fashion,Noon
Nileton Sport top curved Hem long sleeves - Sport T-shirt Crew Neck,399,4.596,No Image,No Image,fashion,Noon
Nileton Basic Short Cotton - Black,225,4.621,No Image,No Image,fashion,Noon
Nileton Hip Cover - For Women,295,4.7537,No Image,No Image,fashion,Noon
trendyol Navy Blue Polka Dot Pattern A-Line Neckline Tie-Up Detail Chiffon Flight Flight Dress,"1,609",5.04,No Image,No Image,fashion,Noon
trendyol Brown Fitted Collar Midi Flexible Knitted Pencil Dress,909,5.02,No Image,No Image,fashion,Noon
"MANIKAN Women's short dress, with halter neck with shiny side straps",300.10,3.04,No Image,No Image,fashion,Noon
trendyol Black Fitted Draped Woven Short Elegant Evening Dress TPRAW24EL00083,"1,299",4.67,No Image,No Image,fashion,Noon
trendyol Blue High Waist Wide Leg Wide Leg Jeans,999,4.814,No Image,No Image,fashion,Noon
Nileton Plain Basic Round Neck Short Sleeve T-Shirt,365,4.7176,No Image,No Image,fashion,Noon
cloud Basic Long Sleeve Top,523,5.03,https://f.nooncdn.com/p/0638a056f32451e18244643f22824952|pzsku/ZD323C7A3A8D90B49D56BZ/45/1769016250/3d041437-b043-4cae-984d-4a4f8c5a64ae.jpg?width=800,product_images/cloud Basic Long Sleeve Top.jpg,fashion,Noon
Andora Plain Pattern Hidden Buttons Shirt _ White,675,3.942,https://f.nooncdn.com/p/pzsku/Z92C351A8B01FD370C984Z/45/_/1740488437/da091332-dfa2-4dfa-b34a-d98df243aae9.jpg?width=800,product_images/Andora Plain Pattern Hidden Buttons Shirt _ White.jpg,fashion,Noon
cloud Square Neck Long Sleeve Top,618,0.0,https://f.nooncdn.com/p/0638a056f32451e18244643f22824952|pzsku/ZB64AB61C1893EA12E74EZ/45/1769016238/58a086cf-62ae-4893-9090-d0f4a9570f4b.jpg?width=800,product_images/cloud Square Neck Long Sleeve Top.jpg,fashion,Noon
zecotex  Winter Collection Casual  Pajama,947.20,4.98,https://f.nooncdn.com/p/pzsku/ZEFEFA093BBBD0114EBB5Z/45/_/1733572254/5eca4f1f-6368-4f14-b09c-e5454f8b2a39.jpg?width=800,product_images/zecotex  Winter Collection Casual  Pajama.jpg,fashion,Noon
